Course number	Course name	Units	Department	Description	Instructors	Days	Start time	End time	Location
17677	MSIT Project I	None	Software Engineering	"The project is a students opportunity to demonstrate their software engineering knowledge in a real-live software project.  The focus of that demonstration will be the material learned in the core courses, and the electives the student has taken. The Project is a mentor guided software project that will focus on major aspects of the software development life-cycle in detail.  Admission is by permission only.  The Project may also be done in very small teams established with the mentors in advance of beginning the project.  All the people on the team must have completed the core courses in the MSIT Program prior to beginning the Project.  The Project can be completed on or off campus.  Summary of steps for a Project: .  Propose a project using the defined formal format provided.  In the proposal you will provide:  (1) An Executive summary (2) Definition of the work to be completed, which will include:  (a) Deliverables   (b) Time lines  (c) Two Reviews (mid point presentation and Final presentation)  (d) Final report .  Discuss the project with a designated faculty mentor .  Discuss the project with a technical mentor (Certain requirements must be met by your technical advisor, speak to your mentor) .  Get your proposal signed off (The CMU director faculty mentor and your technical mentor will approve your Project proposal.) .  Begin the project, reporting periodically to the faculty mentor and workplace mentor.  Another form of project is to subcontract with a MSE team to provide deliverables.  This option would be primarily available to on campus MSIT students.  The project will be an independent part of the MSE project which must be deliverable if the MSE project fails.  Work with your mentor to insure this aspect of the project."	Instructor TBA	NA	NA	NA	NA
17678	MSIT Project II	None	Software Engineering	MSIT Project in Software Engineering II is a continuation of the MSIT Project I from another semester.	Anthony Lattanze<>David Root<>Manuel Rosso-Llopart<>Matthew Bass<>Eduardo Miranda	NA	NA	NA	NA
17678	MSIT Project II	None	Software Engineering	MSIT Project in Software Engineering II is a continuation of the MSIT Project I from another semester.	David Root<>Manuel Rosso-Llopart<>Matthew Bass<>Anthony Lattanze	NA	NA	NA	NA
17699	Independent Study	None	Software Engineering	This independent study is for Master Software Engineering and Master of Science in Information Technology - Software Engineering on-campus students only.	Manuel Rosso-Llopart<>David Root<>Anthony Lattanze	NA	NA	NA	NA
17699	Independent Study	None	Software Engineering	This independent study is for Master Software Engineering and Master of Science in Information Technology - Software Engineering on-campus students only.	David Root	NA	NA	NA	NA
17997	Graduate Reading and Research	None	Software Engineering	Graduate Reading and Research for Software Engineering PhD Students.  Only Software Engineering PhD students should register for this course	Jonathan Aldrich	NA	NA	NA	NA
17997	Graduate Reading and Research	None	Software Engineering	Graduate Reading and Research for Software Engineering PhD Students.  Only Software Engineering PhD students should register for this course	Jonathan Aldrich	NA	NA	NA	NA
17997	Graduate Reading and Research	None	Software Engineering	Graduate Reading and Research for Software Engineering PhD Students.  Only Software Engineering PhD students should register for this course	Jonathan Aldrich	NA	NA	NA	NA
17998	Software Engineering Practicum Internship	None	Software Engineering	"Students will register for this course if they plan to participate in a internship opportunity during the academic semester.    Internships require CPT approval for international students.  Internships must begin and end matching the CMU summer academic calendar. If this does not occur international students will be required to use OPT to cover the non-academic time.    Students are required to submit a description of what was accomplished during their internship. Students must turn this into their current advisers for credit, and grading.  This 3 unit course will count towards the required electives of the program. ** Please note students must continue to take at least 21 units of course work at 6+ units or higher each for elective credit."	Jonathan Aldrich	NA	NA	NA	NA
18213	Introduction to Computer Systems	12	Electrical & Computer Engineering	"This course provides a programmers view of how computer systems execute programs, store information, and communicate. It enables students to become more effective programmers, especially in dealing with issues of performance, portability and robustness. It also serves as a foundation for courses on compilers, networks, operating systems, and computer architecture, where a deeper understanding of systems-level issues is required. Topics covered include: machine-level code and its generation by optimizing compilers, performance evaluation and optimization, computer arithmetic, memory organization and management, networking technology and protocols, and supporting concurrent computation. NOTE: students must achieve a C or better in order to use this course to satisfy the pre-requisite for any subsequent Computer Science course.    Prerequisites: 15-123 (Grade of C or higher is required in the prerequisite)"	Brian Railing	2<>3<>4<>5	1200	120	GHC 4215
18231	Sophomore Projects	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students.  One such option is conducting   undergraduate research with a faculty member.  Students do not need to   officially register for undergraduate research unless they want it   listed on their official transcripts.  An ECE student who is involved in   a research project and is interested in registering this undergraduate   research for course credit on the official transcript may request to be   enrolled in this course.  To do this, the student should first complete   the on-line undergraduate research form available on the ECE   undergraduate student page.  Once the form has been submitted and   approved by the faculty member the student is conducting the research   with, the ECE Undergraduate Office will add the course to the students   schedule.  Typical credit is granted as one hour of research per week is   equal to one unit of credit."	Instructor TBA	NA	NA	NA	NA
18331	Junior Projects	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students.  One such option is conducting   undergraduate research with a faculty member.  Students do not need to   officially register for undergraduate research unless they want it   listed on their official transcripts.  An ECE student who is involved in   a research project and is interested in registering this undergraduate   research for course credit on the official transcript may request to be   enrolled in this course.  To do this, the student should first complete   the on-line undergraduate research form available on the ECE   undergraduate student page.  Once the form has been submitted and   approved by the faculty member the student is conducting the research   with, the ECE Undergraduate Office will add the course to the students   schedule.  Typical credit is granted as one hour of research per week is   equal to one unit of credit."	Diana Marculescu	NA	NA	NA	NA
18390	ECE CO-OP	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students. One such option is cooperative   education, which provides a student with an extended period of exposure   with a company.  To participate, students must complete an ECE Co-op   Approval form (located in HH 1115) and submit for approval. Students   must possess at least junior status and have an overall grade point   average of 3.0 or above. All co-ops must be approximately 8 months in   uninterrupted length. If the co-op is approved, the ECE Undergraduate   Studies Office will add the course to the students schedule. Upon   completion of the co-op experience, students must submit a 1-2 page   report of their work experience, and a 1-2 page evaluation from the   company supervisor to the ECE Undergraduate Office. International   students should also be authorized by the Office of International   Education (OIE). More information regarding CPT is available on OIEs   website."	Instructor TBA	NA	NA	NA	NA
18432	Senior Projects	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon   considers experiential learning opportunities important educational   options for its undergraduate students.  One such option is conducting   undergraduate research with a faculty member.  Students do not need to   officially register for undergraduate research unless they want it   listed on their official transcripts.  An ECE student who is involved in   a research project and is interested in registering this undergraduate   research for course credit on the official transcript may request to be   enrolled in this course.  To do this, the student should first complete   the on-line undergraduate research form available on the ECE   undergraduate student page.  Once the form has been submitted and   approved by the faculty member the student is conducting the research   with, the ECE Undergraduate Office will add the course to the students   schedule.  Typical credit is granted as one hour of research per week is   equal to one unit of credit."	Instructor TBA	NA	NA	NA	NA
18499	Internship	None	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students.  One such option is an internship, normally completed during the summer.  Students do not need to officially register for an internship unless they want it listed on their official transcripts.  ECE students interested in registering their internship for course credit on their transcript may request to be enrolled in this course.  The ECE Undergraduate Office will add the course to the students schedule, and the student will be assessed tuition for 3 units.  This process should be used by international students interested in Curricular Practical Training (CPT) or by any other engineering undergraduate wishing to have their internship experience reflected on their official University transcript.     International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website."	Diana Marculescu	NA	NA	NA	NA
18980	M.S. Graduate Project	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18980	M.S. Graduate Project	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18980	M.S. Graduate Project	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18990	Reading and Research	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18990	Reading and Research	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18990	Reading and Research	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18990	Reading and Research	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18993	ECE Graduate Teaching Internship	None	Electrical & Computer Engineering	to be determined	Instructor TBA	NA	NA	NA	NA
18994	Internship for Electrical and Computer Engineering MS Students	3	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer.   The ECE Graduate Office will add the course to the students schedule. This process should be used by any Electrical and Computer Engineering graduate student wishing to have their internship experience reflected on their official University transcript.  International students should also be authorized by the Office of International Education (OIE).   Completion of written assignments and requirements will determine the letter grade for the course.  Prerequisites:  Graduate standing in ECE"	Diana Marculescu	NA	NA	NA	NA
18994	Internship for Electrical and Computer Engineering MS Students	3	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer.   The ECE Graduate Office will add the course to the students schedule. This process should be used by any Electrical and Computer Engineering graduate student wishing to have their internship experience reflected on their official University transcript.  International students should also be authorized by the Office of International Education (OIE).   Completion of written assignments and requirements will determine the letter grade for the course.  Prerequisites:  Graduate standing in ECE"	Diana Marculescu	NA	NA	NA	NA
18994	Internship for Electrical and Computer Engineering MS Students	3	Electrical & Computer Engineering	"The Department of Electrical and Computer Engineering considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer.   The ECE Graduate Office will add the course to the students schedule. This process should be used by any Electrical and Computer Engineering graduate student wishing to have their internship experience reflected on their official University transcript.  International students should also be authorized by the Office of International Education (OIE).   Completion of written assignments and requirements will determine the letter grade for the course.  Prerequisites:  Graduate standing in ECE"	Diana Marculescu	NA	NA	NA	NA
18995	Practicum in Electrical and Computer Engineering	None	Electrical & Computer Engineering	None	Instructor TBA	NA	NA	NA	NA
18995	Practicum in Electrical and Computer Engineering	None	Electrical & Computer Engineering	None	Diana Marculescu	NA	NA	NA	NA
18996	Internship one for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	tba	Instructor TBA	NA	NA	NA	NA
18996	Internship one for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	tba	Instructor TBA	NA	NA	NA	NA
18996	Internship one for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	tba	Instructor TBA	NA	NA	NA	NA
18997	Internship Two for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
18997	Internship Two for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
18997	Internship Two for Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
18998	Internship Three Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
18998	Internship Three Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
18998	Internship Three Electrical and Computer Engineering PhD Students	None	Electrical & Computer Engineering	TBA	Instructor TBA	NA	NA	NA	NA
19051	Study Abroad	0	Engineering & Public Policy	"Study abroad, undergraduate level."	Deanna Matthews	NA	NA	NA	NA
19500	Directed Study in EPP: Undergraduate	None	Engineering & Public Policy	"Students may do undergraduate research as one course for EPP technical elective credit, with an EPP faculty member, or on an approved project with a faculty member from another department. The research credits must be pre-approved by your advisor, and should result in a written product, one copy of which should be sent to EPP."	Deanna Matthews	NA	NA	NA	NA
19550	Undergraduate Research	None	Engineering & Public Policy	"Students may do undergraduate research as one course for EPP technical elective credit, with an EPP faculty member, or on an approved project with a faculty member from another department. The research credits must be pre-approved by your advisor, and should result in a written product, one copy of which should be sent to EPP."	Deanna Matthews	NA	NA	NA	NA
19695	Internship Practicum	None	Engineering & Public Policy	"Experiential learning opportunities are important educational options for undergraduate and graduate students. One such option is an internship, or practicum. If an internship is an explicit part of an academic program or is supervised by a faculty member, this course number may be used.  Please consult the supervising faculty member concerning grading options and the appropriate number of units. NOTE: Special Permission required to register for this course"	Jimmy Williams	NA	NA	NA	NA
19770	Research Practicum in EPP	None	Engineering & Public Policy	Research Practicum in EPP	H Scott Matthews<>Deanna Matthews	NA	NA	NA	NA
19797	Reading and Research: Project Research	None	Engineering & Public Policy	None	H Scott Matthews<>Deanna Matthews	NA	NA	NA	NA
19797	Reading and Research: Project Research	None	Engineering & Public Policy	None	H Scott Matthews<>Deanna Matthews	NA	NA	NA	NA
19798	Reading and Research: Thesis Research	None	Engineering & Public Policy	Thesis research	H Scott Matthews<>Deanna Matthews	NA	NA	NA	NA
19798	Reading and Research: Thesis Research	None	Engineering & Public Policy	Thesis research	H Scott Matthews<>Deanna Matthews	NA	NA	NA	NA
21122	Integration and Approximation	10	Mathematical Sciences	"Integration by trigonometric substitution and partial fractions; arclength; improper integrals; Simpsons and Trapezoidal Rules for numerical integration; separable differential equations, Newtons method, Eulers method, Taylors Theorem including a discussion of the remainder, sequences, series, power series. Parametric curves, polar coordinates, vectors, dot product. 3 hrs lec., 2 hrs. rec."	Tony Johansson	1<>2<>3<>4<>5	900	1020	MM A14
21127	Concepts of Mathematics	10	Mathematical Sciences	"This course introduces the basic concepts, ideas and tools involved in doing mathematics. As such, its main focus is on presenting informal logic, and the methods of mathematical proof. These subjects are closely related to the application of mathematics in many areas, particularly computer science. Topics discussed include a basic introduction to elementary number theory, induction, the algebra of sets, relations, equivalence relations, congruences, partitions, and functions, including injections, surjections, and bijections.  A basic introduction to the real numbers, rational and irrational numbers.  Supremum and infimum of a set.  3 hrs. lec., 2 hrs. rec."	Irina Gheorghiciuc	1<>2<>3<>4<>5	1330	1450	WEH 4623
21241	Matrices and Linear Transformations	10	Mathematical Sciences	"A first course in linear algebra intended for scientists, engineers, mathematicians and computer scientists.  Students will be required to write some straightforward proofs.  Topics to be covered: complex numbers, real and complex vectors and matrices, rowspace and columnspace of a matrix, rank and nullity, solving linear systems by row reduction of a matrix, inverse matrices and determinants, change of basis, linear transformations, inner product of vectors, orthonormal bases and the Gram-Schmidt process, eigenvectors and eigenvalues, diagonalization of a matrix, symmetric and orthogonal matrices. 21-127 is strongly recommended. 3 hrs. lec., 1 hr. rec"	Samuel Cohn	1<>2<>3<>4<>5	1030	1150	SH 214
21259	Calculus in Three Dimensions	9	Mathematical Sciences	"Vectors, lines, planes, quadratic surfaces, polar, cylindrical and spherical coordinates, partial derivatives, directional derivatives, gradient, divergence, curl, chain rule, maximum-minimum problems, multiple integrals, parametric surfaces and curves, line integrals, surface integrals, Green-Gauss theorems. 3 hrs. lec., 1 hr. rec."	Irina Gheorghiciuc	1<>2<>3<>4<>5	900	1020	WEH 4709
21260	Differential Equations	9	Mathematical Sciences	"Ordinary differential equations: first and second order equations, applications, Laplace transforms; partial differential equations: partial derivatives, separation of variables, Fourier series; systems of ordinary differential equations; applications. 21-259 or 21-268 or 21-269 are recommended. 3 hrs. lec., 1 hr. rec."	Weicheng Ye	1<>2<>3<>4<>5	1030	1150	MM A14
21590	Practicum	None	Mathematical Sciences	"Students in this course gain experience with the application of mathematical models to business and/or industrial problems during an internship.  The internship is set up by the student in consultation with a faculty member.  The students must also have a mentor at the firm providing the internship, who together with the faculty member develops a description of the goals of the internship.  The internship must include the opportunity to learn about problems which have mathematical content."	Russell Walker	NA	NA	NA	NA
21599	Undergraduate Reading and Research	None	Mathematical Sciences	Individual reading courses or projects in mathematics and its applications. Prerequisites and units to be negotiated with individual instructors.	Russell Walker	NA	NA	NA	NA
21599	Undergraduate Reading and Research	None	Mathematical Sciences	Individual reading courses or projects in mathematics and its applications. Prerequisites and units to be negotiated with individual instructors.	Instructor TBA	NA	NA	NA	NA
21785	Practicum in Mathematical Sciences	None	Mathematical Sciences	None	William Hrusa	NA	NA	NA	NA
21900	Reading and Research	None	Mathematical Sciences	None	William Hrusa	NA	NA	NA	NA
24052	Internship in Mechanical Engineering	3	Mechanical Engineering	"The Department of Mechanical Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its undergraduate students. One such option is an internship, normally completed during the summer. Students do not need to officially register for an internship unless they want it listed on their official transcripts. The Mechanical Engineering Department will add the course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the Academic Advisors Office. After the reports have been reviewed and approved, a P grade will be assigned. This process should be used by international students interested in Curricular Practical Training (CPT) International students should also be authorized by the Office of International Education (OIE). More information regarding CPT is available on OIEs website."	Chris Hertz	NA	NA	NA	NA
24390	Mechanical Engineering Co-op	None	Mechanical Engineering	"The Department of Mechanical Engineering at Carnegie Mellon considers practical learning opportunities important educational options for its undergraduate students.  One such option is cooperative education, which provides a student with an extended work experience with a company or government institution.    To participate, students must possess at least junior status and have an overall grade point average of 3.0 or above.  Students must complete a Co-Op Approval Form and submit it for approval.  If the application is approved, the course will be added to the students schedule and the student will be assessed tuition for 0 units for each semester that the student participates. All co-ops must be approximately 5-8 months in uninterrupted length. Upon completion of the co-op experience, students must submit a 1-2 page report of their work experience, and a 1-2 page evaluation from the company supervisor to the ME Undergraduate Education Committee.  If the reports are approved, a P grade will be assigned.  International students should contact their academic advisor for additional information.   Prerequisite:  Special permission required"	Chris Hertz	NA	NA	NA	NA
24391	Mechanical Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24391	Mechanical Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24392	Mechancial Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24392	Mechancial Engineering Project	None	Mechanical Engineering	"Practice in the organization, planning, and execution of appropriate engineering projects. These investigations may be assigned on an individual or a team basis and in most cases will involve experimental work.  9 hrs. lab."	Chris Hertz	NA	NA	NA	NA
24491	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Chris Hertz	NA	NA	NA	NA
24491	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Chris Hertz	NA	NA	NA	NA
24492	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Chris Hertz	NA	NA	NA	NA
24492	Department Research Honors	None	Mechanical Engineering	"This course is designed to give students increased exposure to open-ended problems and research type projects. It involves doing a project on a research or design topic and writing a thesis describing that project. The project would be conducted under the supervision of a mechanical engineering faculty member (the advisor), and must be approved by the advisor before inception. This course can be taken at any time after the Junior year and before graduation which includes the summer after the Junior year. Completion of 18 units of this course with a grade of B or better is a partial fulfillment of the requirements for Departmental Research Honors."	Chris Hertz	NA	NA	NA	NA
24793	Supervised Reading	None	Mechanical Engineering	This independent study is designed to give students an opportunity to explore pertinent subjects through faculty directed reading. Variable hrs.   Prerequisite: Completion of Supervised Reading form acquired by your graduate MechE advisor; which includes permission of the instructor.	Chris Hertz	NA	NA	NA	NA
24794	Master of Science Project	None	Mechanical Engineering	"This course is designed to be a training opportunity in engineering research and associated professional activity. Content includes a series of investigations under the students initiative culminating in comprehensive reports, with special emphasis on orderly presentation and effective English composition for Master of Science candidates. Variable hrs.    Prerequisite: permission of the instructor."	Chris Hertz	NA	NA	NA	NA
24796	Graduate Reading and Research	None	Mechanical Engineering	No course description provided.	Chris Hertz	NA	NA	NA	NA
24799	Practicum in Mechancal Engineering	None	Mechanical Engineering	"The Department of Mechanical Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer. If a student receives an internship, the Mechanical Engineering Department will add the internship course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 2-3 page report with supervisor signature detailing the work experience and including how the internship was related to Mechanical Engineering. After the report has been reviewed and approved, a letter grade will be assigned and these 3 units will count towards degree requirements. International students interested in registering for the practicum must also be authorized for Curricular Practical Training (CPT).  Further information is available on the Office of International Education?s website: www.cmu.edu/oie."	Chris Hertz	NA	NA	NA	NA
24799	Practicum in Mechancal Engineering	None	Mechanical Engineering	"The Department of Mechanical Engineering at Carnegie Mellon considers experiential learning opportunities important educational options for its graduate students. One such option is an internship, normally completed during the summer. If a student receives an internship, the Mechanical Engineering Department will add the internship course to the students schedule, and the student will be assessed tuition for 3 units. Upon completion of the internship, students must submit a 2-3 page report with supervisor signature detailing the work experience and including how the internship was related to Mechanical Engineering. After the report has been reviewed and approved, a letter grade will be assigned and these 3 units will count towards degree requirements. International students interested in registering for the practicum must also be authorized for Curricular Practical Training (CPT).  Further information is available on the Office of International Education?s website: www.cmu.edu/oie."	Chris Hertz	NA	NA	NA	NA
27111	Academic Variant	None	Materials Science & Engineering	TBA	Instructor TBA	NA	NA	NA	NA
27390	Internship	None	Materials Science & Engineering	None	Instructor TBA	NA	NA	NA	NA
27454	Supervised Reading	None	Materials Science & Engineering	"This course provides the opportunity for a detailed study of the literature on some subject under the guidance of a faculty member, usually but not necessarily in preparation for the Capstone Course, 27-401/402."	Instructor TBA	NA	NA	NA	NA
27555	Materials Project I	None	Materials Science & Engineering	"This course is designed to give experience in individualized research under the guidance of a faculty member.  The topic is selected by mutual agreement, and will give the student a chance to study the literature, design experiments, interpret the results and present the conclusions orally and in writing."	Instructor TBA	NA	NA	NA	NA
27556	Materials Project II	None	Materials Science & Engineering	"Second semester of Materials Project.  This course is designed to give experience in individualized research under the guidance of a faculty member.  The topic is selected by mutual agreement, and will give the student a chance to study the literature, design experiments, interpret the results and present the conclusions orally and in writing."	Instructor TBA	NA	NA	NA	NA
27756	Masters Project	None	Materials Science & Engineering	"Individual research project, including laboratory, theroetical, library or design work followed by a written or oral report on the work accomplished."	Gregory Rohrer	NA	NA	NA	NA
27773	Graduate Reading and Research	None	Materials Science & Engineering	This course is designed to give students enrolled in an MSE graduate program an opportunity to conduct extensive research over the course of their studies. Variable hrs.	Gregory Rohrer	NA	NA	NA	NA
27775	Thesis	None	Materials Science & Engineering	This course is designed to give students enrolled in the Ph.D. program an opportunity to conduct extensive research over the course of their studies. Variable hrs.	Gregory Rohrer	NA	NA	NA	NA
27995	Internship	None	Materials Science & Engineering	None	Instructor TBA	NA	NA	NA	NA
27995	Internship	None	Materials Science & Engineering	None	Gregory Rohrer	NA	NA	NA	NA
33100	Basic Experimental Physics	6	Physics	This course provides students with a basic introduction to experimental physics. The content of the course and the particular experiments to be carried out are chosen to be especially useful for students who intend to work in the health sciences. Specific topics will range from mechanics to nuclear and atomic physics. This course is specifically geared toward pre-health students.	David Anderson	1<>2<>3	1330	1620	DH A331
33104	Experimental Physics	9	Physics	"This course provides first year students and sophomores with an introduction to the methods of experimental physics. Particular emphasis is placed on three aspects of experimentation: laboratory technique, including both the execution and the documentation of an experiment; data analysis, including the treatment of statistical and systematic errors and computer-aided analysis of experimental data; and written communication of experimental procedures and results. The concepts and skills for measurement and data analysis are acquired gradually through a series of experiments covering a range of topics from mechanics to nuclear and atomic physics."	David Anderson	1<>2<>3<>4<>5	1330	1620	DH A331
33115	Physics for Future Presidents	9	Physics	"Countless topics of social and political importance are intimately related to science in general and physics in particular. Examples include energy production, global warming, radioactivity, terrorism, and space travel. This course aims to provide key bits of knowledge based on which such issues can be discussed in a meaningful way, i.e., on the level of arguments and not just vague beliefs. We will cover an unusually wide range of topics, including energy, heat, gravity, atoms, radioactivity, chain reactions, electricity, magnetism, waves, light, weather, and climate. No calculus or algebra will be required. The course is open for all students at CMU."	Helmut Vogel	0<>1<>2<>3<>4	1130	2450	CMB 1030
33122	Physics II for Biological Sciences and Chemistry Students	9	Physics	"This is the second course in the introductory physics sequence for chemistry and biological science majors. The course will consist of eight portions covering (1) electrostatics and dynamics, (2) electrical circuits, (3) magnetism, (4) waves, (5) optics, (6) diffusive motion, and (7) hydrostatic forces and flow.  Emphasis will be put on the application of the underlying physical principles in the study of biology and chemistry."	Helmut Vogel	0<>1<>2<>3<>4	1500	1620	CMB 1030
33141	Physics I for Engineering Students	12	Physics	"This is a first semester, calculus-based introductory physics course. Basic principles of mechanics and thermodynamics are developed. Topics include vectors, displacement, velocity, acceleration, force, equilibrium, mass, Newtons laws, gravitation, work, energy, momentum, impulse, torque and angular momentum, temperature, heat, equations of state, thermodynamic processes, heat engines, refrigerators, first and second laws of thermodynamics, and the kinetic theory of gases."	George Klein	1<>2<>3<>4<>5	930	1150	DH A301D
33142	Physics II for Engineering and Physics Students.	12	Physics	"This is the second half of a two-semester calculus-based introductory physics sequence for engineering and physics students. Two fifths of the course covers electricity, including electrostatics and electric fields, Gauss law, electric potential, and simple circuits. Two fifths cover magnetism, including magnetic forces, magnetic fields, induction and electromagnetic radiation. One fifth of the course covers mechanical waves (including standing and traveling waves, superposition, and beats) and electromagnetic waves (including mode of propagation, speed, and other properties)."	Kunal Ghosh	1<>2<>3<>4<>5	1230	250	WEH 7500
33350	Undergraduate Research	None	Physics	"The student undertakes a project of interest under the supervision of a faculty member. May include research done in a research lab, extending the capabilities of a teaching lab, or a theoretical or computational physics project. The student experiences the less structured atmosphere of a research program where there is much room for independent initiative. A list of research projects is available. The student must contact the Assistant Head for the Undergraduate Affairs before registering so that student project pairings can be set. Reports on results are required at end of semester."	Instructor TBA	NA	NA	NA	NA
33451	Senior Research	None	Physics	"Open to all senior physics majors. May include research done in a research lab, extending the capabilities of a teaching lab, or a theoretical or computational physics project. The student experiences the less structured atmosphere of a research program where there is much room for independent initiative. Modern Physics Laboratory, 33-340, should precede this course, though it is not required. A list of research projects is available. The student must contact a faculty member and/or the Assistant Head for the Undergraduate Affairs before registering so that student project pairings can be set. Reports on results are required at end of semester."	Instructor TBA	NA	NA	NA	NA
33495	Internship	None	Physics	Physics Internship	Kunal Ghosh	NA	NA	NA	NA
33499	Supervised Reading	None	Physics	The student explores a certain area of advanced physics under the supervision of a faculty member. The student must contact a faculty member and the Assistant Head for Undergraduate Affairs before registering.	Instructor TBA	NA	NA	NA	NA
33996	Practicum in Physics	None	Physics	None	Manfred Paulini	NA	NA	NA	NA
33997	Graduate Laboratory	None	Physics	None	Manfred Paulini	NA	NA	NA	NA
33998	Thesis Research	None	Physics	None	Manfred Paulini	NA	NA	NA	NA
36115	Undergraduate Practicum	None	Statistics	None	Instructor TBA	NA	NA	NA	NA
36201	Statistical Reasoning and Practice	9	Statistics	"This course will introduce students to the basic concepts, logic, and  issues involved in statistical reasoning, as well as basic statistical  methods used to analyze data and evaluate studies.  The major topics  to be covered include methods for exploratory data analysis, an  introduction to research methods, elementary probability, and methods  for statistical inference.  The objectives of this course are to help  students develop a critical approach to the evaluation of study  designs, data and results, and to develop skills in the application of  basic statistical methods in empirical research.  An important feature  of the course will be the use of the computer to facilitate the  understanding of important statistical ideas and for the  implementation of data analysis. In addition to three lectures a week,  students will attend a computer lab once a week. Examples will be  drawn from areas of applications of particular interest to HSS  students. Not open to students who have received credit for  36-207/70-207, 36-220, 36-225, 36-625, or 36-247."	Gordon Weinberg	1<>2<>3<>4<>5	1030	1150	PH A18C
