82114	Arabic for Global Exchange Online	6	Modern Languages	"Arabic for Global Exchange is a course in Arabic language and culture that utilizes cognitive learning technologies and computer-assisted language instruction to enhance educational, governmental, and business exchanges that are increasingly vital to public policy and economic development in the global economy. This is a mini-course for individuals with no proficiency or extremely limited knowledge of Arabic language and culture who are about to begin study or work in an Arabic-speaking context. The course introduces learners to basic concepts and information to facilitate entry and engagement in an Arabic-speaking environment. The Arabic for Global Exchange project aims to meet a need for high quality, communication-oriented instructional materials to introduce basic cultural knowledge and survival language. Arabic for Global Exchange is a six-week, six-lesson, half-semester course (equivalent of six weeks of university-level instruction), or roughly sixty hours of student effort. Each of the six lessons in the course includes texts and activities to promote acquisition of cultural content in English as well as basic introductory exposure to the Arabic language.  Prerequisite: None"	Nevine Abraham	2	900	1020	BH A54
82115	Beginning Arabic for Oral Communication	6	Modern Languages	"Beginning Arabic for Oral Communication is designed for students who have either taken Arabic for Global Exchange or desire to learn how to orally communicate in Arabic. This course does not teach how to read or write Arabic. It offers students the opportunity to engage in conversation that expands on the linguistic topics offered in Arabic for Global Exchange, using a spoken Arabic that would be widely understood anywhere in the Arab World. The conversation topics include greetings, explaining ones background, formal and informal meetings, eating out and ordering food, shopping and bargaining, using transportation, expressing feelings and opinions, describing things, people, and hobbies, and in addition, students will learn common expressions and their uses."	Nevine Abraham	2	1030	1150	BH A54
82131	Elementary Chinese I	12	Modern Languages	"This course is for students with no prior experience in Chinese. Using a proficiency-oriented approach, students will develop contextually appropriate interpersonal communication skills in both written and spoken Chinese, develop reading and listening skills through various media, understand fundamental grammar, acquire vocabulary, and gain a basic understanding of Chinese cultures through class and extracurricular activities. Regular homework, quizzes, tests, and participation in class are mandatory (four in-class hours per week). Students will learn the phonetic transcriptions of Chinese (Pinyin) for speaking and listening as well as Chinese characters for reading and writing. The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Chinese must take the placement exam."	Gang Liu	1<>2<>3<>4<>5	1030	1150	SH 222
82132	Elementary Chinese II	12	Modern Languages	"This course is designed for students who have taken first-semester Chinese at Carnegie Mellon or its equivalent by placement. Students will continue developing contextually appropriate interpersonal communication skills in both written and spoken Chinese, developing reading and listening skills through various media, and working toward a deeper understanding of Chinese culture. Work for this course will include the introduction and use of more complicated sentence structures, grammar, and expressions. Students are also encouraged to communicate in longer sentences and write short paragraphs and essays in Chinese. Regular homework, quizzes, tests, and participation in class are mandatory (four in-class hours per week). Students will continue to learn the phonetic transcriptions of Chinese (Pinyin) for speaking and listening as well as Chinese characters for reading and writing. The elementary level is designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Chinese must take the placement exam."	Gang Liu	1<>2<>3<>4<>5	1200	120	BH 154A
82133	Elementary Chinese Online I	12	Modern Languages	"This course is designed for students who need a more flexible approach to language learning than that offered in a standard classroom course. It is designed to help beginners develop communicative competence in the four basic skills of listening, speaking, reading and writing the Chinese language. Basic vocabulary and sentence structures for use in essential daily-life situations, as well as cultural information, are taught through the course materials and assignments. Materials are web-based with extensive use of Internet technologies for listening, reading, and communication. This course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. Students in this class should be prepared to participate in such studies in the course of their classwork. A student with prior experience in Chinese must take the placement exam. Instructions for the placement exam are available in Baker Hall 160.  Prerequisite: None"	Sue-Mei Wu	NA	NA	NA	NA
82134	Elementary Chinese Online II	12	Modern Languages	"This course is the continuation of 82-133, Elementary Chinese I Online. Students will continue learning more useful and complex expressions and sentence structures necessary for use in everyday life. Students will also continue building their skills in listening, speaking, reading, and writing for everyday communication, and their understanding of Chinese culture and society. This course is offered in a hybrid mode requiring one 80-minute class per week in addition to weekly 20-minute individual meetings with the instructor or a peer speaking  assistant. There is a materials fee for taking this course which is paid by credit card on first log-in to the course website. A student with prior experience in Chinese must take the placement exam. Instructions for the placement exam are available in Baker Hall 160. Prerequisite: 82-131 or 82-133 or placement"	Sue-Mei Wu	NA	NA	NA	NA
82162	Elementary Italian II	12	Modern Languages	None	Giovanni Puppo	1<>2<>3<>5	1530	1720	BH 154A
82171	Elementary Japanese I	12	Modern Languages	"This course is the first part of a two-semester course sequence (82-171, 82-172) for students with no prior experience in Japanese. It emphasizes the development of communicative language proficiency through oral practice, aural comprehension, reading, writing, and the study of cultural aspects of Japanese society. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Japanese must take the placement exam."	Chisato Ninomiya	1<>2<>3<>4<>5	1630	1750	PH 226C
82172	Elementary Japanese II	12	Modern Languages	"This course is a sequel to Elementary Japanese I (82-171) and continues to further the development of communicative language proficiency through oral practice, aural comprehension, reading, writing, and the study of cultural aspects of Japanese society. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). The elementary level is also designed to help students learn to reflect and draw upon strategies used by good language learners in their second language study. A student with prior experience in Japanese must take the placement exam."	Fang-Chi Scheide	1<>2<>3<>4<>5	900	1020	BH 154A
82208	Topics in European Studies	9	Modern Languages	"European Society and Culture Between and After the Two Great Wars of the 20th Century.   How did World War I and World War II change European society and culture? Defining the meaning of Europe or European is complicated, since it refers to both a geographical location and a shared history and cultural identity. Based on an interdisciplinary approach to the multiple regions and countries located on a single continent, the course will equip students with the skills, methods, and concepts essential for a better understanding of European culture, society and thought.  It will focus particularly on such tragic events as World War I and World War II, and the rise and fall of Nazi and Communist regimes and ideologies. Students will learn how to present material effectively, to analyze texts critically and to construct coherent arguments."	Naum Kats	1<>2<>3<>4<>5	1330	1450	PH 226A
82212	Intermediate Arabic II	12	Modern Languages	None	Instructor TBA	NA	NA	NA	NA
82231	Intermediate Chinese I	12	Modern Languages	"This course is the continuation of Elementary Chinese II (82-132). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing with the goal of becoming more proficient in daily communication needs. In addition to an ongoing review of basic grammar, a greater variety of expressions and complicated sentence structures will be taught so that students can carry on more sophisticated daily conversations on various topics related to every day life. While equal emphasis will still be on both Pinyin and characters, students will be encouraged to use more and more Chinese characters with the help of Pinyin for communication. In-class and extracurricular activities related to the broad spectrum of Chinese culture will be organized to facilitate language learning using knowledge of the cultural background of the language. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Chinese must take the placement exam."	Qiong Li	1<>2<>3<>4<>5	1030	1150	SH 212
82232	Intermediate Chinese II	12	Modern Languages	"This is the second semester of Intermediate Chinese. Its primary goals are to expand students vocabulary and knowledge of grammar of the Chinese language by learning more new words, expressions, and sentence patterns needed for everyday communication and by consolidating their knowledge through oral and written practice in and out of class. In this course, students will participate in classroom discussions in Mandarin Chinese on various topics concerning everyday life and write short paragraphs on those topics using Chinese characters. Different aspects of Chinese culture will also be introduced during the whole semester through multimedia, lectures, and discussions. Regular homework, quizzes, tests, presentations, and class participation are mandatory (four in-class hours per week). A student with prior experience in Chinese must take the placement exam."	Qiong Li	1<>2<>3<>4<>5	1200	120	SH 212
82272	Intermediate Japanese II	12	Modern Languages	"This course is a sequel to Intermediate Japanese I (82-27182-171). At the intermediate level, students will continue to improve the basic skills of listening, speaking, reading and writing skills with the goal of becoming more proficient in daily communication needs, and takes an integrated approach to the study of Japanese language and culture, consisting of grammar review, reading, and intensive practice in written and spoken Japanese. Course materials include authentic audiovisual and written texts in addition to the assigned textbooks. Also integrated are cultural explorations through direct interactions with native speakers. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory (four in-class hours per week). A student with prior experience in Japanese must take the placement exam. Prerequisite: 82-271 or placement"	Fang-Chi Scheide	1<>2<>3<>4<>5	1030	1150	BH 154A
82273	Introduction to Japanese Language and Culture	9	Modern Languages	"This course is an introduction to modern Japanese. Given the close link between the Japanese language and culture, the examination of the distinctive characteristics of the Japanese language and its sociocultural context provides important insights into contemporary Japan. This course is taught in English and is intended both for individuals who want to gain a better understanding of modern Japanese society, as well as for students of the Japanese language."	Yasufumi Iwasaki	1<>2<>3<>4<>5	1500	1620	PH 226A
82288	Introduction to Haitian Studies	9	Modern Languages	None	Instructor TBA	1<>2<>3<>4<>5	1330	1450	PH 226B
82332	Advanced Chinese II	9	Modern Languages	"A continuation of Advanced Chinese I, this course is designed to improve students proficiency to function with Chinese in situations beyond their everyday life. Students will continue to learn more complex language phenomena in order to use exposition, explanation, description, and argumentation in Chinese. More sophisticated language phenomena will be introduced to students together with their social and cultural background through texts and multimedia related to various social issues in China today, for example, traffic, education, employment, healthy living, and other human relations as well as economic situations. Classroom discussion and research project presentations will be the major forms of oral practice, and writing practice will mainly focus on essays and group research project papers. Prerequisite: 82-331 or placement"	Gang Liu	1<>2<>3<>4<>5	1330	1450	BH 154A
82371	Advanced Japanese I	9	Modern Languages	"This course emphasizes the acquisition of advanced level of communicative language proficiency by immersing students in authentic cultural explorations. The curriculum includes authentic reading texts, multimedia, interviews with native speakers, and viewing and summarizing Japanese films that depict current Japanese society and cultural trends. The course also provides an individualized learning environment throughout the term in improving students language skills and cultural proficiency. Students may pick a topic of personal interest for their term project thesis. A student with prior experience in Japanese must take the placement exam."	Yasufumi Iwasaki	1<>2<>3<>4<>5	1030	1150	SH 208
82372	Advanced Japanese II	9	Modern Languages	"This course continues to further improve the acquisition of advanced level communicative language proficiency by immersing students in authentic cultural explorations. The curriculum includes authentic reading texts, multimedia, interviews with native speakers, and viewing and summarizing Japanese films that depict current Japanese society and cultural trends. The course also provides an individualized learning environment throughout the term in improving students language skills and cultural proficiency. Students may pick a topic of personal interest for their term project thesis. A student with prior experience in Japanese must take the placement exam."	Yasufumi Iwasaki	1<>2<>3<>4<>5	1200	120	PH 226B
82440	Studies in Chinese Literature & Culture	9	Modern Languages	None	Sue-Mei Wu	NA	NA	NA	NA
85102	Introduction to Psychology	9	Psychology	None	Chante Boyd	1<>2<>3<>4<>5	1200	120	GHC 4211
85241	Social Psychology	9	Psychology	None	Chante Boyd	1<>2<>3<>4<>5	1330	1450	GHC 4211
85482	Internship in Psychology	None	Psychology	"The Internship in Psychology is designed to enable students to gain experience in professional settings related to their studies in Psychology and earn credit for the intellectual work involved.  It is the students responsibility to locate an internship site and on-site supervisor, as well as to identify a CMU faculty sponsor. The student registers for the internship by submitting a completed internship form to Theresa Kurutz in Baker Hall 343."	Erik Thiessen	NA	NA	NA	NA
85505	Readings In Psychology	None	Psychology	"As the name implies, the emphasis in the Reading course is on reading articles and books in some specified area. The students work in the course must lead to the production of a written paper which will be read by the instructor directing the readings. Often the reading is related to a research project which the student may wish to conduct. Readings courses have also been used to give students an opportunity to receive instruction in areas which are not included elsewhere in our course listing.  The course may be taken for any number of units up to 9, depending upon the amount of work to be done."	Instructor TBA	NA	NA	NA	NA
85781	Graduate Reading and Research	None	Psychology	None	Instructor TBA	NA	NA	NA	NA
86700	Reading and Research in Computational Neuroscience	None	Center for the Neural Basis of Cognition	None	Instructor TBA	NA	NA	NA	NA
88398	Independent Study	None	Social & Decision Sciences	"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor."	Paul Fischbeck	NA	NA	NA	NA
88398	Independent Study	None	Social & Decision Sciences	"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor."	Instructor TBA	NA	NA	NA	NA
88398	Independent Study	None	Social & Decision Sciences	"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor."	Julie Downs	NA	NA	NA	NA
88505	Undergraduate Internship	None	Social & Decision Sciences	"An internship is an approved and monitored work experience than can be related to an academic field of study through active reflection and specific learning goals.  Students must work at least 10 hours per week for the semester at the internship.  Additionally, students will also keep in regular contact with a faculty member in Social and Decision Sciences, who will assign and evaluate academic work.  Internships are available for 3, 6, or 9 units, depending on the type and amount of academic work produced. Students are responsible for finding their own internships and faculty sponsors, although assistance is available in the department."	Instructor TBA	NA	NA	NA	NA
90500	Quantitative Fundamentals	9	Public Policy & Mgt:Sch of Pub Pol & Mgt	None	Hilary Wolfendale<>Thomas Goldring	1<>2<>3<>4<>5	900	1150	HBH 1001
90500	Quantitative Fundamentals	9	Public Policy & Mgt:Sch of Pub Pol & Mgt	None	Hilary Wolfendale<>Thomas Goldring	1<>2<>3<>4<>5	900	1150	HBH 1003
99099	Carnegie Mellon University Summer Program	6	Carnegie Mellon University-Wide Studies	None	Instructor TBA	NA	NA	NA	NA
99239	Introduction to Nanoscience and Technology	9	Carnegie Mellon University-Wide Studies	None	Michael Bockstaller	1<>3<>5	1300	1450	SH 214
